Question,Logical Formula,Sparql Query
101. Which soccer players has Malta as birth place?,(and (fb:rdf.type.prop fb:nounphrase.SoccerPlayer) ((reverse fb:phrase.prop.languageFamily) fb:phrase.Malta)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:pe.prop fb:nounphrase.SoccerPlayer) . dbr:Malta dbo:languageFamily ?x1 }
101. Which soccer players has Malta as birth place?,(and (fb:rdf.type.prop fb:nounphrase.SoccerPlayer) ((reverse fb:phrase.prop.origin) fb:phrase.Malta)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:pe.prop fb:nounphrase.SoccerPlayer) . dbr:Malta dbo:origin ?x1 }
102. Where did Nikos Kazantzakis die?,((reverse fb:phrase.prop.deathCause) fb:phrase.Heraklion_International_Airport),SELECT DISTINCT ?x1 WHERE { dbr:Heraklion_International_Airport dbo:deathCause ?x1 }
102. Where did Nikos Kazantzakis die?,((reverse fb:phrase.prop.flag) fb:phrase.Heraklion_International_Airport),SELECT DISTINCT ?x1 WHERE { dbr:Heraklion_International_Airport dbo:flag ?x1 }
102. Where did Nikos Kazantzakis die?,((reverse fb:phrase.prop.voice) fb:phrase.Heraklion_International_Airport),SELECT DISTINCT ?x1 WHERE { dbr:Heraklion_International_Airport dbo:voice ?x1 }
103. Sparkling wine is produced in which area of  France?,(and fb:phrase.Sparkling_wine (fb:phrase.prop.wineProduced ((reverse fb:phrase.prop.part) fb:phrase.France))),SELECT DISTINCT ?x2 ?x2name WHERE { dbr:France dbo:part ?x1 . dbr:Sparkling_wine dbo:wineProduced ?x1 . FILTER (?x2 = dbr:Sparkling_wine) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
103. Sparkling wine is produced in which area of  France?,(and fb:phrase.Sparkling_wine (fb:phrase.prop.wineProduced ((reverse fb:phrase.prop.part) fb:phrase.Frances))),SELECT DISTINCT ?x2 ?x2name WHERE { dbr:Frances dbo:part ?x1 . dbr:Sparkling_wine dbo:wineProduced ?x1 . FILTER (?x2 = dbr:Sparkling_wine) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
103. Sparkling wine is produced in which area of  France?,(and fb:phrase.Sparkling_wine (fb:phrase.prop.wineProduced ((reverse fb:phrase.prop.part) fb:phrase.Franc))),SELECT DISTINCT ?x2 ?x2name WHERE { dbr:Franc dbo:part ?x1 . dbr:Sparkling_wine dbo:wineProduced ?x1 . FILTER (?x2 = dbr:Sparkling_wine) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
104. Whom did Socrates influenced ?,((reverse fb:phrase.prop.influenced) fb:phrase.Socrates),SELECT DISTINCT ?x1 WHERE { dbr:Socrates dbo:influenced ?x1 }
104. Whom did Socrates influenced ?,((reverse fb:phrase.prop.influencedBy) fb:phrase.Socrates),SELECT DISTINCT ?x1 WHERE { dbr:Socrates dbo:influencedBy ?x1 }
104. Whom did Socrates influenced ?,((reverse fb:phrase.prop.position) fb:phrase.Socrates),SELECT DISTINCT ?x1 WHERE { dbr:Socrates dbo:position ?x1 }
105. who broght  Captain America into existence?,(fb:phrase.prop.strength ((reverse fb:phrase.prop.time) fb:phrase.Captain_America_serial)),SELECT DISTINCT ?x2 WHERE { dbr:Captain_America_(serial) dbo:time ?x1 . ?x2 dbo:strength ?x1 }
105. who broght  Captain America into existence?,(fb:phrase.prop.strength ((reverse fb:phrase.prop.company) fb:phrase.Captain_America_serial)),SELECT DISTINCT ?x2 WHERE { dbr:Captain_America_(serial) dbo:company ?x1 . ?x2 dbo:strength ?x1 }
105. who broght  Captain America into existence?,(fb:phrase.prop.strength ((reverse fb:phrase.prop.product) fb:phrase.Captain_America_serial)),SELECT DISTINCT ?x2 WHERE { dbr:Captain_America_(serial) dbo:product ?x1 . ?x2 dbo:strength ?x1 }
106. Which cities does the Weser passes through ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.outflow) fb:phrase.Weser)),SELECT DISTINCT ?x2 WHERE { dbr:Weser dbo:outflow ?x1 . ?x2 dbo:city ?x1 }
106. Which cities does the Weser passes through ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.course) fb:phrase.Weser)),SELECT DISTINCT ?x2 WHERE { dbr:Weser dbo:course ?x1 . ?x2 dbo:city ?x1 }
106. Which cities does the Weser passes through ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.outflow) fb:phrase.Weser_Flugzeugbau)),SELECT DISTINCT ?x2 WHERE { dbr:Weser_Flugzeugbau dbo:outflow ?x1 . ?x2 dbo:city ?x1 }
107. Which year did Michael Jackson die ?,(fb:phrase.prop.year ((reverse fb:phrase.prop.deathCause) fb:phrase.The_Essential_Michael_Jackson)),SELECT DISTINCT ?x2 WHERE { dbr:The_Essential_Michael_Jackson dbo:deathCause ?x1 . ?x2 dbo:year ?x1 }
107. Which year did Michael Jackson die ?,(fb:phrase.prop.year ((reverse fb:phrase.prop.flag) fb:phrase.The_Essential_Michael_Jackson)),SELECT DISTINCT ?x2 WHERE { dbr:The_Essential_Michael_Jackson dbo:flag ?x1 . ?x2 dbo:year ?x1 }
107. Which year did Michael Jackson die ?,(fb:phrase.prop.year ((reverse fb:phrase.prop.voice) fb:phrase.The_Essential_Michael_Jackson)),SELECT DISTINCT ?x2 WHERE { dbr:The_Essential_Michael_Jackson dbo:voice ?x1 . ?x2 dbo:year ?x1 }
108. list actors whose birthplace is  Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.country fb:phrase.Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:country dbr:Berlin . ?x2 dbo:artist ?x1 }
108. list actors whose birthplace is  Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.country fb:phrase.In_Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:country dbr:In_Berlin . ?x2 dbo:artist ?x1 }
108. list actors whose birthplace is  Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.country fb:phrase.Air_Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:country dbr:Air_Berlin . ?x2 dbo:artist ?x1 }
109. What is the name of the governor of Texas?,((reverse fb:phrase.prop.employer) fb:phrase.Texas),SELECT DISTINCT ?x1 WHERE { dbr:Texas dbo:employer ?x1 }
109. What is the name of the governor of Texas?,((reverse fb:phrase.prop.employer) fb:phrase.Woodlake_Texas),"SELECT DISTINCT ?x1 WHERE { dbr:Woodlake,_Texas dbo:employer ?x1 }"
109. What is the name of the governor of Texas?,((reverse fb:phrase.prop.employer) fb:phrase.Llano_Texas),"SELECT DISTINCT ?x1 WHERE { dbr:Llano,_Texas dbo:employer ?x1 }"
110. What  number of politicians graduated from Columbia University ?,((reverse fb:phrase.prop.number) (and (fb:rdf.type.prop fb:nounphrase.Politician) (fb:phrase.prop.university fb:phrase.Columbia_University))),SELECT DISTINCT ?x2 WHERE { ?x1 rdf:type dbr:Vatican . ?x1 dbo:university dbr:Columbia_University . ?x1 dbo:number ?x2 }
110. What  number of politicians graduated from Columbia University ?,((reverse fb:phrase.prop.number) (and (fb:rdf.type.prop fb:nounphrase.Politician) (fb:phrase.prop.university fb:phrase.University_of_the_District_of_Columbia))),SELECT DISTINCT ?x2 WHERE { ?x1 rdf:type dbr:Vatican . ?x1 dbo:university dbr:University_of_the_District_of_Columbia . ?x1 dbo:number ?x2 }
110. What  number of politicians graduated from Columbia University ?,((reverse fb:phrase.prop.number) (and (fb:rdf.type.prop fb:nounphrase.Politician) (fb:phrase.prop.university fb:phrase.University_of_Northern_British_Columbia))),SELECT DISTINCT ?x2 WHERE { ?x1 rdf:type dbr:Vatican . ?x1 dbo:university dbr:University_of_Northern_British_Columbia . ?x1 dbo:number ?x2 }
111. BBC Wildlife Specials was presented by? ,((reverse fb:phrase.prop.thumbnail) fb:phrase.BBC),SELECT DISTINCT ?x1 WHERE { dbr:BBC dbo:thumbnail ?x1 }
111. BBC Wildlife Specials was presented by? ,((reverse fb:phrase.prop.award) fb:phrase.BBC),SELECT DISTINCT ?x1 WHERE { dbr:BBC dbo:award ?x1 }
111. BBC Wildlife Specials was presented by? ,((reverse fb:phrase.prop.format) fb:phrase.BBC),SELECT DISTINCT ?x1 WHERE { dbr:BBC dbo:format ?x1 }
112. What is the name of the father of Queen Elizabeth II ?,((reverse fb:phrase.prop.author) fb:phrase.Queen_Elizabeth_II_Stakes),SELECT DISTINCT ?x1 WHERE { dbr:Queen_Elizabeth_II_Stakes dbo:author ?x1 }
112. What is the name of the father of Queen Elizabeth II ?,((reverse fb:phrase.prop.author) fb:phrase.Elizabeth_II),SELECT DISTINCT ?x1 WHERE { dbr:Elizabeth_II dbo:author ?x1 }
112. What is the name of the father of Queen Elizabeth II ?,((reverse fb:phrase.prop.author) fb:phrase.Queen__Elizabeth),SELECT DISTINCT ?x1 WHERE { dbr:Queen_&_Elizabeth dbo:author ?x1 }
113. Which city is the capital of  Canada ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.capital) fb:phrase.Canada)),SELECT DISTINCT ?x2 WHERE { dbr:Canada dbo:capital ?x1 . ?x2 dbo:city ?x1 }
113. Which city is the capital of  Canada ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.capital) fb:phrase.Canadas)),SELECT DISTINCT ?x2 WHERE { dbr:Canadas dbo:capital ?x1 . ?x2 dbo:city ?x1 }
113. Which city is the capital of  Canada ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.capital) fb:phrase.CANADA)),SELECT DISTINCT ?x2 WHERE { dbr:CANADA! dbo:capital ?x1 . ?x2 dbo:city ?x1 }
114. What are the instruments that Cat Stevens plays?,(and (fb:rdf.type.prop fb:nounphrase.Engine) ((reverse fb:phrase.prop.plays) fb:phrase.Cat_Stevens)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:English . dbr:Cat_Stevens dbo:plays ?x1 }
114. What are the instruments that Cat Stevens plays?,(and (fb:rdf.type.prop fb:nounphrase.Engine) ((reverse fb:phrase.prop.plays) fb:phrase.Numbers_Cat_Stevens_album)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:English . dbr:Numbers_(Cat_Stevens_album) dbo:plays ?x1 }
114. What are the instruments that Cat Stevens plays?,(and (fb:rdf.type.prop fb:nounphrase.Engine) ((reverse fb:phrase.prop.plays) fb:phrase.Gold_Cat_Stevens_album)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:English . dbr:Gold_(Cat_Stevens_album) dbo:plays ?x1 }
115. Which are the Frisian islands that Netherland owns?,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.subsidiary) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:subsidiary dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
115. Which are the Frisian islands that Netherland owns?,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.owningCompany) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:owningCompany dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
115. Which are the Frisian islands that Netherland owns?,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.owner) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:owner dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
116. Tell me the list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:Denmark }
116. Tell me the list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1869_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1869_in_Denmark }
116. Tell me the list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1786_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1786_in_Denmark }
117. Name the state where Penn State University is located ?,(fb:phrase.prop.state ((reverse fb:phrase.prop.location) fb:phrase.Penn_State_University_Creamery)),SELECT DISTINCT ?x2 WHERE { dbr:Penn_State_University_Creamery dbo:location ?x1 . ?x2 dbo:state ?x1 }
117. Name the state where Penn State University is located ?,(fb:phrase.prop.state ((reverse fb:phrase.prop.locatedInArea) fb:phrase.Penn_State_University_Creamery)),SELECT DISTINCT ?x2 WHERE { dbr:Penn_State_University_Creamery dbo:locatedInArea ?x1 . ?x2 dbo:state ?x1 }
117. Name the state where Penn State University is located ?,(fb:phrase.prop.state ((reverse fb:phrase.prop.part) fb:phrase.Penn_State_University_Creamery)),SELECT DISTINCT ?x2 WHERE { dbr:Penn_State_University_Creamery dbo:part ?x1 . ?x2 dbo:state ?x1 }
118. What was to reason for Bruce Carver 's death ?,(fb:phrase.prop.ground ((reverse fb:phrase.prop.deathPlace) fb:phrase.Bruce_Carver)),SELECT DISTINCT ?x2 WHERE { dbr:Bruce_Carver dbo:deathPlace ?x1 . ?x2 dbo:ground ?x1 }
118. What was to reason for Bruce Carver 's death ?,(fb:phrase.prop.ground ((reverse fb:phrase.prop.fate) fb:phrase.Bruce_Carver)),SELECT DISTINCT ?x2 WHERE { dbr:Bruce_Carver dbo:fate ?x1 . ?x2 dbo:ground ?x1 }
118. What was to reason for Bruce Carver 's death ?,(fb:phrase.prop.ground ((reverse fb:phrase.prop.deathDate) fb:phrase.Bruce_Carver)),SELECT DISTINCT ?x2 WHERE { dbr:Bruce_Carver dbo:deathDate ?x1 . ?x2 dbo:ground ?x1 }
119. Gus Fring was played by whom in Breaking Bad ?,(and fb:phrase.Gus_Fring (fb:phrase.prop.plays fb:phrase.Breaking_Bad)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Gus_Fring dbo:plays dbr:Breaking_Bad . FILTER (?x1 = dbr:Gus_Fring) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
119. Gus Fring was played by whom in Breaking Bad ?,(and fb:phrase.Gus_Fring (fb:phrase.prop.plays fb:phrase.Breaking_Bad_season_3)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Gus_Fring dbo:plays dbr:Breaking_Bad_(season_3) . FILTER (?x1 = dbr:Gus_Fring) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
119. Gus Fring was played by whom in Breaking Bad ?,(and fb:phrase.Gus_Fring (fb:phrase.prop.plays fb:phrase.Peekaboo_Breaking_Bad)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Gus_Fring dbo:plays dbr:Peekaboo_(Breaking_Bad) . FILTER (?x1 = dbr:Gus_Fring) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
120. List all actors starring in director William Shatner movies.,(fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.William_Shatner)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:starring dbr:William_Shatner . ?x2 dbo:artist ?x1 }
120. List all actors starring in director William Shatner movies.,(fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Film_director)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:starring dbr:Film_director . ?x2 dbo:artist ?x1 }
120. List all actors starring in director William Shatner movies.,(fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.William_Shatner_Live)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:starring dbr:William_Shatner_Live . ?x2 dbo:artist ?x1 }
121. Sylvester Stallone lives in which city ?,(and fb:phrase.Sylvester_Stallone ((reverse fb:phrase.prop.city) (fb:rdf.type.prop fb:nounphrase.Person))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Parys . ?x1 dbo:city dbr:Sylvester_Stallone . FILTER (?x2 = dbr:Sylvester_Stallone) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
121. Sylvester Stallone lives in which city ?,(and fb:phrase.Sylvester_Stallone (fb:phrase.prop.occupation (fb:rdf.type.prop fb:nounphrase.City))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Hit! . dbr:Sylvester_Stallone dbo:occupation ?x1 . FILTER (?x2 = dbr:Sylvester_Stallone) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
121. Sylvester Stallone lives in which city ?,(and fb:phrase.Sylvester_Stallone (fb:phrase.prop.occupation (fb:rdf.type.prop fb:nounphrase.Place))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Alliance . dbr:Sylvester_Stallone dbo:occupation ?x1 . FILTER (?x2 = dbr:Sylvester_Stallone) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
122. Give me movies acted by both Liz Taylor and Richard Burton .,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
122. Give me movies acted by both Liz Taylor and Richard Burton .,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burtons_Hamlet)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton's_Hamlet) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
122. Give me movies acted by both Liz Taylor and Richard Burton .,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Hilarie_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Hilarie_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
123. Tell me English are actors featuring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Lovesick_Blues))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Lovesick_Blues . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
123. Tell me English are actors featuring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Torasans_Lovesick))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Tora-san's_Lovesick . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
123. Tell me English are actors featuring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Scrotal_Recall))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Scrotal_Recall . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
124. Where does  Limerick Lake  situated?,((reverse fb:phrase.prop.locatedInArea) fb:phrase.Limerick_Lake),SELECT DISTINCT ?x1 WHERE { dbr:Limerick_Lake dbo:locatedInArea ?x1 }
124. Where does  Limerick Lake  situated?,((reverse fb:phrase.prop.location) fb:phrase.Limerick_Lake),SELECT DISTINCT ?x1 WHERE { dbr:Limerick_Lake dbo:location ?x1 }
124. Where does  Limerick Lake  situated?,((reverse fb:phrase.prop.residence) fb:phrase.Limerick_Lake),SELECT DISTINCT ?x1 WHERE { dbr:Limerick_Lake dbo:residence ?x1 }
125. What is the founding year of Jack Wolfskin ?,((reverse fb:phrase.prop.institution) fb:phrase.Jack_Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Jack_Wolfskin dbo:institution ?x1 }
125. What is the founding year of Jack Wolfskin ?,((reverse fb:phrase.prop.institution) fb:phrase.Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Wolfskin dbo:institution ?x1 }
125. What is the founding year of Jack Wolfskin ?,((reverse fb:phrase.prop.institution) fb:phrase.The_Jack),SELECT DISTINCT ?x1 WHERE { dbr:The_Jack dbo:institution ?x1 }
126. Who are the actors called Baldwin ?,(fb:phrase.prop.artist (fb:phrase.prop.knownFor fb:phrase.Baldwin_Kho)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:knownFor dbr:Baldwin_Kho . ?x2 dbo:artist ?x1 }
126. Who are the actors called Baldwin ?,(fb:phrase.prop.artist (fb:phrase.prop.knownFor fb:phrase.Baldwin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:knownFor dbr:Baldwin . ?x2 dbo:artist ?x1 }
126. Who are the actors called Baldwin ?,(fb:phrase.prop.artist (fb:phrase.prop.knownFor fb:phrase.Matty_Baldwin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:knownFor dbr:Matty_Baldwin . ?x2 dbo:artist ?x1 }
127. What is the population of capital of Australia ?,((reverse fb:phrase.prop.country) ((reverse fb:phrase.prop.capital) fb:phrase.Australia)),SELECT DISTINCT ?x2 WHERE { dbr:Australia dbo:capital ?x1 . ?x1 dbo:country ?x2 }
127. What is the population of capital of Australia ?,((reverse fb:phrase.prop.country) ((reverse fb:phrase.prop.capital) fb:phrase.For_Australia)),SELECT DISTINCT ?x2 WHERE { dbr:For_Australia dbo:capital ?x1 . ?x1 dbo:country ?x2 }
127. What is the population of capital of Australia ?,((reverse fb:phrase.prop.country) ((reverse fb:phrase.prop.capital) fb:phrase.Airservices_Australia)),SELECT DISTINCT ?x2 WHERE { dbr:Airservices_Australia dbo:capital ?x1 . ?x1 dbo:country ?x2 }
128. Name the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Spain),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Spain }
128. Name the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Vilches_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Vilches,_Spain }"
128. Name the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Toledo_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Toledo,_Spain }"
129. Boston Tea Party happened on which date ?,(and fb:phrase.Tea_Party_Express ((reverse fb:phrase.prop.date) (fb:rdf.type.prop fb:nounphrase.Event))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Expert . ?x1 dbo:date dbr:Tea_Party_Express . FILTER (?x2 = dbr:Tea_Party_Express) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
129. Boston Tea Party happened on which date ?,(and fb:phrase.Tea_Party_Express ((reverse fb:phrase.prop.suppreddedDate) (fb:rdf.type.prop fb:nounphrase.Event))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Expert . ?x1 dbo:suppreddedDate dbr:Tea_Party_Express . FILTER (?x2 = dbr:Tea_Party_Express) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
129. Boston Tea Party happened on which date ?,(and fb:phrase.Tea_Party_Express ((reverse fb:phrase.prop.epoch) (fb:rdf.type.prop fb:nounphrase.Event))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Expert . ?x1 dbo:epoch dbr:Tea_Party_Express . FILTER (?x2 = dbr:Tea_Party_Express) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
